YEAR,ZIP_Code,modeled_bill,utility,census_bill
2024,08861,185.04,PSE&G,145.24
2024,08863,226.43,PSE&G,164.06
2024,08865,173.91,JCP&L,155.17
2024,08867,210.15,JCP&L,196.12
2024,08869,204.15,PSE&G,211.08
2024,08872,208.79,PSE&G,144.34
2024,08873,207.92,PSE&G,204.06
2024,08876,211.66,PSE&G,213.72
2024,08879,210.68,PSE&G,147.57
2024,08880,215.74,PSE&G,211.06
2024,08882,233.98,PSE&G,216.47
2024,08884,225.25,PSE&G,153.08
2024,08886,196.59,JCP&L,155.17
2024,08887,150.73,JCP&L,196.12
2024,08889,192.74,JCP&L,196.12
2024,08901,166.92,PSE&G,216.47
2024,08902,197.85,PSE&G,214.74
2024,08904,181.17,PSE&G,216.47
