zip,zip_lat,zip_lon,nearest_node,node_zone,dist_miles,coord_quality,lmp_2020,lmp_2021,lmp_2022,lmp_2023,lmp_2024,lmp_2025,pct_chg_2020_2025
07001,40.58396,-74.2697,SEWAREN,PSEG,1.85,exact,18.11,18.66,20.44,21.75,18.37,21.97,21.3
07002,40.66249,-74.1102,GRENVIL,PSEG,1.83,fuzzy,18.22,22.2,23.12,26.02,18.87,22.19,21.8
07003,40.80914,-74.18714,COOKRD,PSEG,0.5,fuzzy,18.195,24.25,23.26,25.745,18.79,22.12,21.6
07004,40.88251,-74.30459,WCALDWEL,PSEG,3.28,manual_town,18.135,17.73,19.88,24.52,18.56,22.01,21.4
07005,40.93035,-74.41112,TAYLORLN,JCPL,0.63,fuzzy,18.2,17.99,20.05,23.89,17.99,22.13,21.6
07006,40.85119,-74.28287,WCALDWEL,PSEG,0.85,manual_town,18.135,17.73,19.88,24.52,18.56,22.01,21.4
07008,40.58379,-74.22746,LINDEN,PSEG,1.97,exact,18.1825,20.7,21.83,26.2225,18.75,22.1025,21.6
07009,40.85802,-74.22978,CEDAR,AECO,0.9,exact,18.12,18.27,20.09,23.74,17.82,21.92,21.0
07010,40.82205,-73.98794,CLIFFS,PSEG,0.41,manual_town,,,,,,22.21,
07011,40.88043,-74.14325,KULLERRD,PSEG,1.12,fuzzy,18.23,25.11,25.065,26.13,18.995,22.21,21.8
07012,40.8469,-74.16054,ATHENIA,PSEG,1.04,exact,18.26,25.175,24.9,26.2275,19.0275,22.1925,21.5
07013,40.86941,-74.17306,CLIF PS,PSEG,0.67,manual_town,18.22,25.99,25.43,26.48,18.87,22.14,21.5
07014,40.83134,-74.13542,LINVFT,PSEG,0.6,manual_town,18.19,19.37,21.0,26.03,18.69,22.1,21.5
07016,40.65755,-74.30363,STANLEYT,PSEG,0.25,manual_town,18.16,18.88,20.64,25.19,18.63,22.07,21.5
07017,40.77192,-74.20708,QTS,PSEG,0.78,manual_town,18.18,17.85,19.98,23.71,18.25,22.11,21.6
07018,40.75573,-74.21792,MINUEST,PSEG,0.45,manual_town,18.16,19.26,20.89,26.64,18.57,22.02,21.3
07020,40.82465,-73.97379,CLIFFS,PSEG,1.17,manual_town,,,,,,22.21,
07021,40.8281,-74.27623,WCALDWEL,PSEG,0.79,manual_town,18.135,17.73,19.88,24.52,18.56,22.01,21.4
07022,40.82111,-74.00303,CLIFFS,PSEG,0.38,manual_town,,,,,,22.21,
07023,40.6417,-74.38569,FANWOOD,PSEG,0.46,exact,18.12,17.71,19.85,23.24,18.4,21.97,21.2
07024,40.85064,-73.97101,LEONIA,PSEG,1.61,exact,18.25,24.77,24.68,26.26,18.94,22.2,21.6
07026,40.8798,-74.10825,PLAUDERV,PSEG,1.11,fuzzy,,,,26.1,19.01,22.22,
07027,40.65133,-74.32315,STANLEYT,PSEG,1.34,manual_town,18.16,18.88,20.64,25.19,18.63,22.07,21.5
07028,40.8048,-74.20457,COOKRD,PSEG,1.46,fuzzy,18.195,24.25,23.26,25.745,18.79,22.12,21.6
07029,40.74362,-74.1549,TEXAVE,PSEG,0.73,manual_town,,,,23.39,17.73,21.77,
07030,40.74525,-74.02793,MADISNPS,PSEG,0.61,fuzzy,,23.93,23.75,26.07,18.91,22.22,
07031,40.78626,-74.12622,KINGSLAN,PSEG,0.55,fuzzy,18.194,23.17,23.325,25.805,18.81,22.14,21.7
07032,40.75233,-74.12309,TURNPIKE,PSEG,0.65,exact,18.19,23.135,22.97,25.715,18.8,22.14,21.7
07033,40.67809,-74.28811,ALDENE,PSEG,1.52,exact,18.15,18.76,20.56,25.24,18.61,22.05,21.5
07034,40.87948,-74.3801,MONTVILL,JCPL,2.46,fuzzy,18.09,16.84,19.35,24.28,18.39,22.0,21.6
07035,40.9275,-74.30833,SADDLEBR,PSEG,2.94,manual_town,18.23,25.55,25.07,26.31,18.91,22.16,21.6
07036,40.62471,-74.23936,LINDEN,PSEG,1.09,exact,18.1825,20.7,21.83,26.2225,18.75,22.1025,21.6
07039,40.78583,-74.3291,LIVINGPS,PSEG,0.81,manual_town,,,,,,21.99,
07040,40.73361,-74.27116,VAUXHALL,PSEG,2.75,exact,,,20.64,25.39,18.68,22.12,
07041,40.72245,-74.30155,VAUXHALL,PSEG,3.19,exact,,,20.64,25.39,18.68,22.12,
07042,40.81349,-74.21901,COOKRD,PSEG,2.13,fuzzy,18.195,24.25,23.26,25.745,18.79,22.12,21.6
07043,40.84484,-74.2005,CEDAR,AECO,1.79,exact,18.12,18.27,20.09,23.74,17.82,21.92,21.0
07044,40.83247,-74.24286,WCALDWEL,PSEG,1.9,manual_town,18.135,17.73,19.88,24.52,18.56,22.01,21.4
07045,40.90694,-74.36561,MONTVILL,JCPL,0.43,fuzzy,18.09,16.84,19.35,24.28,18.39,22.0,21.6
07046,40.89085,-74.44203,TAYLORLN,JCPL,3.65,fuzzy,18.2,17.99,20.05,23.89,17.99,22.13,21.6
07047,40.79364,-74.02503,TONNELLE,PSEG,0.98,fuzzy,18.25,24.32,24.29,26.2,18.96,22.24,21.9
07050,40.76804,-74.23569,ORANGEHT,PSEG,0.13,manual_town,,,,,18.63,22.02,
07052,40.78576,-74.26506,MARION,PSEG,0.56,fuzzy,18.22,22.33,22.96,26.19,18.83,22.15,21.6
07054,40.85377,-74.40157,WHIPPANY,JCPL,2.67,exact,18.12,16.88,19.33,24.2,18.44,21.99,21.4
07055,40.85755,-74.12909,PASSAIC,PSEG,0.57,exact,,24.98,24.78,26.07,19.03,22.23,
07057,40.85308,-74.10632,PASSAIC,PSEG,0.98,exact,,24.98,24.78,26.07,19.03,22.23,
07058,40.8699,-74.34424,MONTVILL,JCPL,3.18,fuzzy,18.09,16.84,19.35,24.28,18.39,22.0,21.6
07059,40.63459,-74.51904,GREENBRO,PSEG,3.11,fuzzy,18.16,17.575,19.785,23.905,18.275,22.11,21.8
07060,40.61667,-74.42204,PLAINFIE,PSEG,0.09,fuzzy,18.17,17.71,19.91,23.72,18.33,22.12,21.7
07062,40.63125,-74.40388,FANWOOD,PSEG,0.79,exact,18.12,17.71,19.85,23.24,18.4,21.97,21.2
07063,40.60512,-74.44452,PLAINFIE,PSEG,1.36,fuzzy,18.17,17.71,19.91,23.72,18.33,22.12,21.7
07064,40.56742,-74.24493,SEWAREN,PSEG,0.59,exact,18.11,18.66,20.44,21.75,18.37,21.97,21.3
07065,40.60715,-74.28053,WESTFIEL,PSEG,2.67,fuzzy,18.14,18.71,20.51,25.03,18.55,22.02,21.4
07066,40.62065,-74.30986,WESTFIEL,PSEG,0.87,fuzzy,18.14,18.71,20.51,25.03,18.55,22.02,21.4
07067,40.58933,-74.31141,HCS,PSEG,1.35,manual_town,18.25,24.8,24.66,27.09,18.93,22.21,21.7
07068,40.82174,-74.31015,WILLIAM1,PSEG,0.97,fuzzy,18.13,16.47,19.09,24.26,18.52,21.98,21.2
07069,40.64285,-74.43623,PLAINFIE,PSEG,1.92,fuzzy,18.17,17.71,19.91,23.72,18.33,22.12,21.7
07070,40.82031,-74.10604,ERUTHERF,PSEG,0.11,manual_town,18.262,24.988,24.788,26.202,19.022,22.198,21.6
07071,40.79711,-74.11298,KINGSLAN,PSEG,0.47,fuzzy,18.194,23.17,23.325,25.805,18.81,22.14,21.7
07072,40.82643,-74.06234,CARLSTAD,PSEG,0.47,fuzzy,18.26,24.44,24.58,26.14,18.99,22.21,21.6
07073,40.8171,-74.08502,VANWINKL,PSEG,1.08,fuzzy,18.25,24.03,24.13,26.02,18.92,22.18,21.5
07074,40.83814,-74.05508,CARLSTAD,PSEG,1.36,fuzzy,18.26,24.44,24.58,26.14,18.99,22.21,21.6
07075,40.85018,-74.08707,DRTTOTO,PSEG,0.99,manual_town,,,26.56,24.62,18.83,22.1,
07076,40.63303,-74.3729,FANWOOD,PSEG,0.92,exact,18.12,17.71,19.85,23.24,18.4,21.97,21.2
07077,40.55415,-74.25306,SEWAREN,PSEG,0.46,exact,18.11,18.66,20.44,21.75,18.37,21.97,21.3
07078,40.74226,-74.32757,TRAYNOR,JCPL,2.76,exact,18.135,17.19,19.525,24.065,18.375,22.065,21.7
07079,40.74881,-74.26151,ORANGEHT,PSEG,2.03,manual_town,,,,,18.63,22.02,
07080,40.57441,-74.4148,LAKENELS,PSEG,2.47,fuzzy,18.165,17.67,19.865,23.905,18.25,22.125,21.8
07081,40.69797,-74.33444,SUMM JC,JCPL,1.2,manual_town,18.155,17.215,19.535,24.055,18.365,22.065,21.5
07082,40.92672,-74.34551,MONTVILL,JCPL,1.37,fuzzy,18.09,16.84,19.35,24.28,18.39,22.0,21.6
07083,40.69527,-74.26908,VAUXHALL,PSEG,0.96,exact,,,20.64,25.39,18.68,22.12,
07086,40.76801,-74.01701,HOBOKEN,PSEG,1.02,exact,18.22,23.98,23.87,26.03,18.88,22.18,21.7
07087,40.76722,-74.03243,HOBOKEN,PSEG,0.71,exact,18.22,23.98,23.87,26.03,18.88,22.18,21.7
07088,40.71834,-74.28376,VAUXHALL,PSEG,2.27,exact,,,20.64,25.39,18.68,22.12,
07090,40.65164,-74.34345,WESTFIEL,PSEG,1.98,fuzzy,18.14,18.71,20.51,25.03,18.55,22.02,21.4
07092,40.68072,-74.36029,SUMM JC,JCPL,1.18,manual_town,18.155,17.215,19.535,24.055,18.365,22.065,21.5
07093,40.7867,-74.00891,RIVERROA,PSEG,0.94,fuzzy,18.26,24.54,24.39,26.22,18.98,22.25,21.9
07094,40.78196,-74.06765,HOMESTEA,PSEG,1.35,fuzzy,18.22,24.065,23.945,26.055,18.88,22.18,21.7
07095,40.55286,-74.28694,WOODBRDG,JCPL,0.87,fuzzy,18.18,17.79,19.95,23.89,17.98,22.16,21.9
07102,40.73566,-74.1736,NEWARKEC,PSEG,0.06,manual_town,18.18,23.29,23.28,25.85,18.82,22.15,21.8
07103,40.73885,-74.19526,MACARTHR,RECO,0.53,fuzzy,18.19,22.08,25.43,25.71,20.02,23.42,28.8
07104,40.76771,-74.16835,CLAYSTR,PSEG,1.2,fuzzy,,22.34,22.88,25.63,18.73,22.11,
07105,40.72307,-74.13864,NEWARK,PSEG,0.45,fuzzy,18.245,22.46,22.936,26.06,18.85,22.18,21.6
07106,40.74177,-74.23045,HOWEAVE,PSEG,1.4,manual_town,,,,,18.91,22.21,
07107,40.76292,-74.18656,NICHLSN,PSEG,0.23,manual_town,,,,,,21.56,
07108,40.7231,-74.20039,SFIFTHST,PSEG,1.27,manual_town,18.19,23.62,23.6,25.94,18.87,22.18,21.9
07109,40.79348,-74.16116,BELLEMDT,PSEG,0.49,manual_town,18.13,18.24,20.07,23.44,17.79,21.83,20.4
07110,40.82062,-74.15625,HARVEY,PSEG,0.81,fuzzy,,,24.9,26.12,18.91,22.17,
07111,40.72386,-74.23252,DOREMUSP,PSEG,1.94,fuzzy,18.23,22.36,22.89,26.07,18.84,22.16,21.6
07112,40.71139,-74.21168,DOREMUSP,PSEG,1.17,fuzzy,18.23,22.36,22.89,26.07,18.84,22.16,21.6
07114,40.69781,-74.17081,NWRKARPT,PSEG,0.61,manual_town,18.23,22.05,22.76,26.19,18.83,22.15,21.5
07201,40.67127,-74.17736,Z650TAP,PSEG,1.24,manual_town,18.1,18.25,20.03,23.44,17.73,21.76,20.2
07202,40.65246,-74.21685,BAYWAY,PSEG,0.78,exact,18.21,22.01,22.72,26.17,18.81,22.13,21.5
07203,40.65221,-74.26016,MTROSEPS,PSEG,0.46,manual_town,18.13,18.3,20.08,23.47,17.74,21.77,20.1
07204,40.66531,-74.26655,MTROSEPS,PSEG,0.7,manual_town,18.13,18.3,20.08,23.47,17.74,21.77,20.1
07205,40.69589,-74.2288,DOREMUSP,PSEG,0.31,fuzzy,18.23,22.36,22.89,26.07,18.84,22.16,21.6
07206,40.65208,-74.18376,BAYWAY,PSEG,1.27,exact,18.21,22.01,22.72,26.17,18.81,22.13,21.5
07208,40.67291,-74.22405,ELIZABTH,PSEG,0.66,fuzzy,,,,,,22.12,
07302,40.71881,-74.04463,LIBRTYST,PSEG,0.11,manual_town,18.07,18.33,20.03,23.35,17.69,21.75,20.4
07304,40.7173,-74.07635,CJN,PSEG,0.33,manual_town,18.13,18.25,20.07,23.46,17.78,21.82,20.4
07305,40.693,-74.06965,GRENVIL,PSEG,1.58,fuzzy,18.22,22.2,23.12,26.02,18.87,22.19,21.8
07306,40.73629,-74.07113,NEWPORT,AECO,1.22,exact,18.26,18.66,20.23,23.9,18.12,22.26,21.9
07307,40.75184,-74.05398,14STREET,PSEG,0.24,manual_town,,,,23.35,18.15,22.0,
07310,40.72789,-74.03321,NEWPORT,AECO,0.86,exact,18.26,18.66,20.23,23.9,18.12,22.26,21.9
07311,40.71908,-74.03262,LIBRTYST,PSEG,0.56,manual_town,18.07,18.33,20.03,23.35,17.69,21.75,20.4
07401,41.03267,-74.13383,ALLENDAL,RECO,0.71,fuzzy,18.19,22.08,25.43,25.71,20.03,23.42,28.8
07403,41.02075,-74.33284,SADDLEBR,PSEG,5.12,manual_town,18.23,25.55,25.07,26.31,18.91,22.16,21.6
07405,40.98784,-74.37819,SADDLEBR,PSEG,2.9,manual_town,18.23,25.55,25.07,26.31,18.91,22.16,21.6
07407,40.90453,-74.11951,PLAUDERV,PSEG,1.05,fuzzy,,,,26.1,19.01,22.22,
07410,40.93583,-74.1175,FAIRLAWN,PSEG,1.11,fuzzy,18.2533,25.0167,25.2133,26.1967,19.04,22.1533,21.4
07416,41.109,-74.58864,FRANKLAK,RECO,0.83,fuzzy,18.32,22.16,25.01,25.56,20.2,23.61,28.9
07417,41.00753,-74.20565,OAKLAND,RECO,1.99,manual_town,18.31,22.17,25.02,25.57,20.21,23.62,29.0
07418,41.24222,-74.48611,FRANKLAK,RECO,10.95,fuzzy,18.32,22.16,25.01,25.56,20.2,23.61,28.9
07419,41.15416,-74.57001,FRANKLAK,RECO,3.78,fuzzy,18.32,22.16,25.01,25.56,20.2,23.61,28.9
07420,41.02933,-74.30284,OAKLAND,RECO,3.69,manual_town,18.31,22.17,25.02,25.57,20.21,23.62,29.0
07421,41.17374,-74.35261,SMAWA,RECO,9.89,manual_town,18.1867,22.06,25.2333,25.5967,20.0333,23.4267,28.8
07422,41.17375,-74.44696,FRANKLAK,RECO,8.54,fuzzy,18.32,22.16,25.01,25.56,20.2,23.61,28.9
07423,40.9995,-74.09658,WALDWICK,PSEG,1.93,exact,18.2,25.305,25.555,24.92,19.185,22.49,23.6
07424,40.88232,-74.20588,GRNOTCH,PSEG,0.53,fuzzy,18.2,27.29,26.51,24.64,18.84,22.09,21.4
07430,41.08207,-74.18306,DARLNGTO,RECO,1.36,fuzzy,18.19,22.08,25.43,25.71,20.03,23.42,28.8
07432,40.99581,-74.14126,WALDWICK,PSEG,1.67,exact,18.2,25.305,25.555,24.92,19.185,22.49,23.6
07435,41.04078,-74.44191,NEWPROSP,JCPL,6.36,manual_town,18.11,18.15,20.04,23.64,17.83,21.88,20.8
07436,41.03102,-74.2405,OAKLAND,RECO,0.48,manual_town,18.31,22.17,25.02,25.57,20.21,23.62,29.0
07438,41.02982,-74.52177,NEWPROSP,JCPL,2.84,manual_town,18.11,18.15,20.04,23.64,17.83,21.88,20.8
07439,41.08009,-74.59763,FRANKLAK,RECO,1.69,fuzzy,18.32,22.16,25.01,25.56,20.2,23.61,28.9
07440,40.94647,-74.29304,SADDLEBR,PSEG,3.34,manual_town,18.23,25.55,25.07,26.31,18.91,22.16,21.6
07442,41.00273,-74.28674,OAKLAND,RECO,3.35,manual_town,18.31,22.17,25.02,25.57,20.21,23.62,29.0
07444,40.96741,-74.30697,SADDLEBR,PSEG,2.9,manual_town,18.23,25.55,25.07,26.31,18.91,22.16,21.6
07446,41.05914,-74.14593,SUMMITAV,RECO,0.81,manual_town,18.22,22.02,24.44,25.17,20.26,23.5,29.0
07450,40.98159,-74.11351,PARAMUS,PSEG,2.13,exact,18.27,25.36,25.04,25.97,19.02,22.17,21.3
07452,40.95947,-74.1252,FAIRLAWN,PSEG,0.71,fuzzy,18.2533,25.0167,25.2133,26.1967,19.04,22.1533,21.4
07456,41.09704,-74.26292,SMAWA,RECO,3.88,manual_town,18.1867,22.06,25.2333,25.5967,20.0333,23.4267,28.8
07457,40.99589,-74.31453,SADDLEBR,PSEG,3.92,manual_town,18.23,25.55,25.07,26.31,18.91,22.16,21.6
07458,41.04666,-74.09648,HARINGSC,RECO,1.3,manual_town,18.19,21.97,24.11,24.97,20.29,23.48,29.1
07460,41.11426,-74.49384,FRANKLAK,RECO,4.52,fuzzy,18.32,22.16,25.01,25.56,20.2,23.61,28.9
07461,41.24702,-74.61052,FRANKLAK,RECO,10.31,fuzzy,18.32,22.16,25.01,25.56,20.2,23.61,28.9
07462,41.19846,-74.49558,FRANKLAK,RECO,8.07,fuzzy,18.32,22.16,25.01,25.56,20.2,23.61,28.9
07463,41.01337,-74.12522,WALDWICK,PSEG,0.24,exact,18.2,25.305,25.555,24.92,19.185,22.49,23.6
07465,41.04927,-74.29234,OAKLAND,RECO,3.46,manual_town,18.31,22.17,25.02,25.57,20.21,23.62,29.0
07470,40.94586,-74.24508,HINCHMAN,PSEG,1.35,fuzzy,18.2,27.22,26.23,24.7,18.94,22.1,21.4
07480,41.08587,-74.37839,OAKLAND,RECO,8.6,manual_town,18.31,22.17,25.02,25.57,20.21,23.62,29.0
07481,40.99909,-74.16885,HAWTHORN,PSEG,2.46,fuzzy,18.2,26.71,26.35,24.76,19.02,22.1,21.4
07501,40.912,-74.17096,NPATERSO,PSEG,0.5,fuzzy,18.26,26.0,25.31,25.8,19.02,22.2,21.6
07502,40.91966,-74.19503,NPATERSO,PSEG,1.06,fuzzy,18.26,26.0,25.31,25.8,19.02,22.2,21.6
07503,40.89755,-74.15412,KULLERRD,PSEG,0.97,fuzzy,18.23,25.11,25.065,26.13,18.995,22.21,21.8
07504,40.91243,-74.14069,NPATERSO,PSEG,1.83,fuzzy,18.26,26.0,25.31,25.8,19.02,22.2,21.6
07505,40.91701,-74.17194,NPATERSO,PSEG,0.19,fuzzy,18.26,26.0,25.31,25.8,19.02,22.2,21.6
07506,40.95696,-74.15856,HAWTHORN,PSEG,0.77,fuzzy,18.2,26.71,26.35,24.76,19.02,22.1,21.4
07508,40.95502,-74.18369,MARIONDR,PSEG,1.74,manual_town,18.15,17.895,20.03,24.785,18.58,22.02,21.3
07512,40.90342,-74.21978,TOTOWA,PSEG,0.64,exact,18.2,26.98,26.13,24.77,18.87,22.09,21.4
07513,40.90459,-74.14897,KULLERRD,PSEG,1.52,fuzzy,18.23,25.11,25.065,26.13,18.995,22.21,21.8
07514,40.92479,-74.14454,MARIONDR,PSEG,1.19,manual_town,18.15,17.895,20.03,24.785,18.58,22.02,21.3
07522,40.92357,-74.17923,NPATERSO,PSEG,0.41,fuzzy,18.26,26.0,25.31,25.8,19.02,22.2,21.6
07524,40.93171,-74.15687,MARIONDR,PSEG,0.4,manual_town,18.15,17.895,20.03,24.785,18.58,22.02,21.3
07601,40.8894,-74.0457,HACKENSA,PSEG,1.24,fuzzy,,,,,19.01,22.21,
07603,40.87429,-74.02974,HACKENSA,PSEG,0.48,fuzzy,,,,,19.01,22.21,
07604,40.86151,-74.07311,HACKENSA,PSEG,1.96,fuzzy,,,,,19.01,22.21,
07605,40.86339,-73.98847,LEONIA,PSEG,0.36,exact,18.25,24.77,24.68,26.26,18.94,22.2,21.6
07606,40.8648,-74.04811,HACKENSA,PSEG,0.72,fuzzy,,,,,19.01,22.21,
07607,40.90288,-74.06346,MAYWOOD,PSEG,0.45,exact,18.2433,25.1167,25.0,26.27,18.94,22.17,21.5
07608,40.84961,-74.06189,DRTTOTO,PSEG,1.71,manual_town,,,26.56,24.62,18.83,22.1,
07620,40.96878,-73.9169,CLOSTER,RECO,2.38,exact,18.23,21.98,24.12,24.99,20.31,23.5,28.9
07621,40.92233,-73.998,NEWMILFR,PSEG,1.35,manual_town,18.25,24.65,24.88,26.21,18.98,22.17,21.5
07624,40.97289,-73.96031,CLOSTER,RECO,0.59,exact,18.23,21.98,24.12,24.99,20.31,23.5,28.9
07626,40.94002,-73.95831,CRESSKIL,RECO,0.67,fuzzy,18.22,21.99,24.13,25.01,20.33,23.52,29.1
07627,40.9541,-73.95492,CRESSKIL,RECO,0.51,fuzzy,18.22,21.99,24.13,25.01,20.33,23.52,29.1
07628,40.94524,-73.99243,DUMONTPS,PSEG,0.3,fuzzy,18.26,24.89,24.79,26.16,18.98,22.18,21.5
07630,40.97499,-74.02325,HILLSDAL,PSEG,2.54,fuzzy,18.24,24.5,25.22,26.04,19.06,22.13,21.3
07631,40.8912,-73.97252,ENGLEWD,PSEG,0.63,fuzzy,18.27,24.74,24.7,26.21,18.98,22.21,21.6
07632,40.88463,-73.94465,ENGLEWD,PSEG,1.72,fuzzy,18.27,24.74,24.7,26.21,18.98,22.21,21.6
07640,40.99168,-73.9802,CLOSTER,RECO,1.3,exact,18.23,21.98,24.12,24.99,20.31,23.5,28.9
07641,40.96274,-73.99747,DUMONTPS,PSEG,1.43,fuzzy,18.26,24.89,24.79,26.16,18.98,22.18,21.5
07642,41.00713,-74.04512,HILLSDAL,PSEG,0.05,fuzzy,18.24,24.5,25.22,26.04,19.06,22.13,21.3
07643,40.84343,-74.03424,BERGEN,PSEG,1.15,exact,18.2443,24.7587,24.6125,26.2587,18.9238,22.2025,21.7
07644,40.87792,-74.0825,MAYWOOD,PSEG,1.59,exact,18.2433,25.1167,25.0,26.27,18.94,22.17,21.5
07645,41.05459,-74.0473,MONTVALE,RECO,1.15,exact,18.21,22.0,24.28,25.08,20.25,23.49,29.0
07646,40.93416,-74.01945,NEWMILFR,PSEG,0.33,manual_town,18.25,24.65,24.88,26.21,18.98,22.17,21.5
07647,41.00942,-73.94198,CLOSTER,RECO,2.13,exact,18.23,21.98,24.12,24.99,20.31,23.5,28.9
07648,40.99205,-73.95055,CLOSTER,RECO,0.86,exact,18.23,21.98,24.12,24.99,20.31,23.5,28.9
07649,40.95665,-74.03286,NEWMILFR,PSEG,1.64,manual_town,18.25,24.65,24.88,26.21,18.98,22.17,21.5
07650,40.84702,-73.99706,BERGEN,PSEG,1.34,exact,18.2443,24.7587,24.6125,26.2587,18.9238,22.2025,21.7
07652,40.9473,-74.07017,PARAMUS,PSEG,1.44,exact,18.27,25.36,25.04,25.97,19.02,22.17,21.3
07656,41.03618,-74.04429,MONTVALE,RECO,1.35,exact,18.21,22.0,24.28,25.08,20.25,23.49,29.0
07657,40.83268,-74.01409,BERGEN,PSEG,0.14,exact,18.2443,24.7587,24.6125,26.2587,18.9238,22.2025,21.7
07660,40.85471,-74.01993,BERGEN,PSEG,1.44,exact,18.2443,24.7587,24.6125,26.2587,18.9238,22.2025,21.7
07661,40.92735,-74.03961,SPRINGVA,PSEG,1.2,fuzzy,18.28,25.35,25.0,26.01,19.01,22.18,21.3
07662,40.9065,-74.07801,MAYWOOD,PSEG,0.66,exact,18.2433,25.1167,25.0,26.27,18.94,22.17,21.5
07663,40.9031,-74.09359,PLAUDERV,PSEG,0.73,fuzzy,,,,26.1,19.01,22.22,
07666,40.89032,-74.01148,TEANECK,PSEG,0.29,exact,18.26,24.78,24.74,26.19,18.98,22.2,21.6
07670,40.91831,-73.95052,ENGLEWD,PSEG,1.63,fuzzy,18.27,24.74,24.7,26.21,18.98,22.21,21.6
07675,41.00348,-74.00175,HILLSDAL,PSEG,2.3,fuzzy,18.24,24.5,25.22,26.04,19.06,22.13,21.3
07676,40.98831,-74.06469,PARAMUS,PSEG,1.58,exact,18.27,25.36,25.04,25.97,19.02,22.17,21.3
07677,41.02598,-74.06106,HILLSDAL,PSEG,1.5,fuzzy,18.24,24.5,25.22,26.04,19.06,22.13,21.3
07701,40.36051,-74.07895,REDBAJCT,JCPL,0.94,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07702,40.32645,-74.05737,REDBAJCT,JCPL,1.73,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07703,40.31434,-74.04675,REDBAJCT,JCPL,2.74,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07704,40.36194,-74.03878,REDBAJCT,JCPL,2.21,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07711,40.2376,-74.00672,OCEANVIE,JCPL,2.36,fuzzy,18.19,18.13,20.08,23.81,17.96,22.06,21.3
07712,40.2469,-74.0545,OCEANVIE,JCPL,1.84,fuzzy,18.19,18.13,20.08,23.81,17.96,22.06,21.3
07716,40.4024,-74.03631,REDBAJCT,JCPL,4.35,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07717,40.19142,-74.01511,OCEANVIE,JCPL,2.62,fuzzy,18.19,18.13,20.08,23.81,17.96,22.06,21.3
07718,40.41987,-74.08517,REDBAJCT,JCPL,5.05,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07719,40.16891,-74.07323,OCEANVIE,JCPL,3.88,fuzzy,18.19,18.13,20.08,23.81,17.96,22.06,21.3
07720,40.2016,-74.01206,OCEANVIE,JCPL,2.24,fuzzy,18.19,18.13,20.08,23.81,17.96,22.06,21.3
07721,40.43533,-74.23597,MCCLEABD,PSEG,1.76,manual_town,18.26,25.9,25.63,25.83,19.02,22.19,21.5
07722,40.2878,-74.16681,GLENGARD,JCPL,1.13,manual_town,17.9033,17.4867,19.55,23.8533,17.9867,21.84,22.0
07723,40.25049,-74.00216,OCEANVIE,JCPL,3.08,fuzzy,18.19,18.13,20.08,23.81,17.96,22.06,21.3
07724,40.29863,-74.07418,REDBAJCT,JCPL,3.35,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07726,40.28651,-74.34255,ENGLISHT,JCPL,2.05,fuzzy,18.1225,18.135,20.065,23.715,17.8775,21.9775,21.3
07727,40.20549,-74.15753,ATLANTIC,JCPL,3.94,exact,18.2,18.13,20.1,23.84,17.97,22.07,21.3
07728,40.22579,-74.28579,SMITHBUR,JCPL,4.29,fuzzy,18.11,18.18,20.04,23.61,17.8,21.85,20.7
07730,40.42416,-74.17373,FRENEAU,JCPL,4.08,exact,18.2,17.99,20.05,23.89,17.99,22.13,21.6
07731,40.14954,-74.20399,NJTABERD,JCPL,1.48,manual_town,18.2,17.99,20.05,23.89,17.99,22.13,21.6
07732,40.43045,-73.99042,REDBAJCT,JCPL,7.31,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07733,40.37496,-74.17385,FRENEAU,JCPL,3.97,exact,18.2,17.99,20.05,23.89,17.99,22.13,21.6
07734,40.44415,-74.13681,FRENEAU,JCPL,6.44,exact,18.2,17.99,20.05,23.89,17.99,22.13,21.6
07735,40.45002,-74.2235,MCCLEABD,PSEG,2.96,manual_town,18.26,25.9,25.63,25.83,19.02,22.19,21.5
07737,40.40674,-74.06383,REDBAJCT,JCPL,4.17,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07738,40.33536,-74.13272,REDBAJCT,JCPL,3.1,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07739,40.33695,-74.03454,REDBAJCT,JCPL,2.29,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07740,40.29537,-73.9899,REDBAJCT,JCPL,5.77,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
07746,40.32349,-74.25457,GLENGARD,JCPL,4.13,manual_town,17.9033,17.4867,19.55,23.8533,17.9867,21.84,22.0
07747,40.41325,-74.25767,MCCLEABD,PSEG,0.16,manual_town,18.26,25.9,25.63,25.83,19.02,22.19,21.5
07748,40.3963,-74.11527,REDBAJCT,JCPL,3.98,manual_town,18.2,18.13,20.09,23.84,17.97,22.07,21.3
