zip,zip_lat,zip_lon,nearest_node,node_zone,dist_miles,coord_quality,lmp_2020,lmp_2021,lmp_2022,lmp_2023,lmp_2024,lmp_2025,pct_chg_2020_2025
08561,40.2474,-74.58133,WYCKOFF,JCPL,3.75,exact,18.14,18.0,19.96,23.75,17.87,21.86,20.5
08562,40.06196,-74.59188,COOKSTOW,JCPL,2.26,fuzzy,18.02,18.19,19.98,23.56,17.67,21.77,20.8
08608,40.21908,-74.76684,EWING,PSEG,1.81,exact,18.1,18.3,20.04,23.42,17.74,21.78,20.3
08609,40.22575,-74.74091,HAMLTNPS,PSEG,1.83,fuzzy,18.06,18.31,20.03,23.35,17.69,21.75,20.4
08610,40.19364,-74.71596,MERCER,PSEG,1.27,exact,18.02,18.28,20.02,23.32,17.66,21.73,20.6
08611,40.18362,-74.74032,MERCER,PSEG,0.47,exact,18.02,18.28,20.02,23.32,17.66,21.73,20.6
08618,40.24934,-74.78997,EWING,PSEG,1.25,exact,18.1,18.3,20.04,23.42,17.74,21.78,20.3
08619,40.2423,-74.69641,TRENTON,PSEG,1.18,exact,18.02,18.3025,20.0325,23.3125,17.6625,21.74,20.6
08620,40.17009,-74.65131,YARDVILL,PSEG,0.3,fuzzy,18.0,18.29,19.98,23.3,17.6,21.69,20.5
08628,40.26442,-74.82705,HOPEWEL1,PSEG,3.29,fuzzy,18.1,,,,,,
08629,40.22064,-74.73125,TRENTON,PSEG,1.64,exact,18.02,18.3025,20.0325,23.3125,17.6625,21.74,20.6
08638,40.25402,-74.76338,EWING,PSEG,0.63,exact,18.1,18.3,20.04,23.42,17.74,21.78,20.3
08640,40.01397,-74.57502,COOKSTOW,JCPL,3.62,fuzzy,18.02,18.19,19.98,23.56,17.67,21.77,20.8
08641,40.02799,-74.58782,COOKSTOW,JCPL,3.14,fuzzy,18.02,18.19,19.98,23.56,17.67,21.77,20.8
08648,40.28449,-74.71749,LAWRESUB,PSEG,0.95,manual_town,18.07,18.25,20.02,23.445,17.7,21.74,20.3
08690,40.22583,-74.6601,WHITHRSE,PSEG,0.72,manual_town,,18.29,20.03,23.33,17.68,21.74,
08691,40.20832,-74.60093,WHITHRSE,PSEG,2.81,manual_town,,18.29,20.03,23.33,17.68,21.74,
08701,40.07707,-74.19851,LAKEWOOD,JCPL,1.99,exact,18.16,18.21,20.09,23.74,17.89,21.97,21.0
08720,40.145,-74.1255,LARRABEE,JCPL,4.13,exact,18.15,18.19,20.08,23.72,17.87,21.95,20.9
08721,39.90741,-74.18482,LEISUREV,JCPL,1.5,manual_town,18.16,18.22,20.1,23.75,17.89,21.97,21.0
08722,39.9284,-74.20219,LAKEAVEN,AECO,0.99,manual_town,18.145,18.4725,20.1533,23.88,17.8567,21.9867,21.2
08723,40.03858,-74.1116,LAKEWOOD,JCPL,3.33,exact,18.16,18.21,20.09,23.74,17.89,21.97,21.0
08724,40.09103,-74.1144,LAKEWOOD,JCPL,3.48,exact,18.16,18.21,20.09,23.74,17.89,21.97,21.0
08730,40.10841,-74.06217,LAKEWOOD,JCPL,6.45,exact,18.16,18.21,20.09,23.74,17.89,21.97,21.0
08731,39.85989,-74.29274,LAKEAVEN,AECO,6.07,manual_town,18.145,18.4725,20.1533,23.88,17.8567,21.9867,21.2
08732,39.9418,-74.14384,LEISUREV,JCPL,2.18,manual_town,18.16,18.22,20.1,23.75,17.89,21.97,21.0
08733,40.02687,-74.36367,MANCHEST,JCPL,4.48,fuzzy,18.11,18.21,20.07,23.71,17.84,21.93,21.1
08734,39.86292,-74.16641,OYSTERCR,JCPL,2.5,manual_town,18.15,18.25,20.11,23.76,17.88,21.97,21.0
08735,39.99699,-74.07764,LAKEWOOD,JCPL,6.49,exact,18.16,18.21,20.09,23.74,17.89,21.97,21.0
08736,40.12002,-74.05326,OCEANVIE,JCPL,6.99,fuzzy,18.19,18.13,20.08,23.81,17.96,22.06,21.3
08738,40.02477,-74.05961,LAKEWOOD,JCPL,6.22,exact,18.16,18.21,20.09,23.74,17.89,21.97,21.0
08740,39.92836,-74.12777,LEISUREV,JCPL,2.85,manual_town,18.16,18.22,20.1,23.75,17.89,21.97,21.0
08741,39.93634,-74.16725,LEISUREV,JCPL,0.91,manual_town,18.16,18.22,20.1,23.75,17.89,21.97,21.0
08742,40.08081,-74.05912,LAKEWOOD,JCPL,5.88,exact,18.16,18.21,20.09,23.74,17.89,21.97,21.0
08750,40.13337,-74.0415,OCEANVIE,JCPL,6.06,fuzzy,18.19,18.13,20.08,23.81,17.96,22.06,21.3
08751,39.94963,-74.07952,LEISUREV,JCPL,5.59,manual_town,18.16,18.22,20.1,23.75,17.89,21.97,21.0
08752,39.83664,-74.09018,OYSTERCR,JCPL,2.09,manual_town,18.15,18.25,20.11,23.76,17.88,21.97,21.0
08753,39.97967,-74.15074,LEISUREV,JCPL,3.86,manual_town,18.16,18.22,20.1,23.75,17.89,21.97,21.0
08755,40.00853,-74.22177,MERRILCR,JCPL,0.77,manual_town,17.94,17.59,19.76,23.75,17.48,21.82,21.6
08757,39.96059,-74.26084,MANITOU,JCPL,2.24,exact,18.17,18.24,20.11,23.76,17.89,21.98,21.0
08758,39.79454,-74.25334,BARNEGAT,AECO,2.76,exact,18.15,18.3,20.12,23.78,17.86,21.96,21.0
08759,39.96183,-74.35983,WHITINGS,JCPL,1.17,exact,18.17,18.24,20.11,23.77,17.89,21.98,21.0
08801,40.62961,-74.89049,CSQ_HOPE,PSEG,5.51,manual_town,18.12,18.28,20.06,23.46,17.73,21.76,20.1
08802,40.68426,-75.02329,WASHINGT,AECO,5.95,fuzzy,17.87,18.19,19.89,23.43,17.46,21.57,20.7
08804,40.64666,-75.09576,GILBERT,JCPL,6.42,exact,17.82,17.6,19.52,23.63,17.39,21.68,21.7
08805,40.57064,-74.53755,SENTINEL,PSEG,2.22,exact,18.19,17.98,20.0,23.56,17.9,21.96,20.7
08807,40.59243,-74.61884,BRIDGEWA,PSEG,0.82,manual_town,18.11,17.87,19.94,23.62,17.89,21.93,21.1
08809,40.64604,-74.92461,SAYRECON,JCPL,5.14,manual_town,18.2,17.8,19.97,30.79,18.01,22.19,21.9
08810,40.36829,-74.491,DEANS,PSEG,2.6,exact,18.04,18.36,20.14,23.41,18.06,21.75,20.6
08812,40.59873,-74.47879,GREENBRO,PSEG,0.41,fuzzy,18.16,17.575,19.785,23.905,18.275,22.11,21.8
08816,40.42912,-74.41629,HARTSLAN,PSEG,1.09,fuzzy,18.17,18.33,20.2,23.34,18.12,21.93,20.7
08817,40.51465,-74.3931,MEADOWRD,PSEG,1.23,fuzzy,18.0967,18.4067,20.23,22.645,18.22,21.88,20.9
08820,40.57681,-74.36575,HCS,PSEG,2.41,manual_town,18.25,24.8,24.66,27.09,18.93,22.21,21.7
08821,40.52072,-74.68834,HOPECREE,PSEG,3.12,manual_town,17.66,17.98,19.64,23.11,17.19,21.25,20.3
08822,40.52199,-74.86664,EFLEMING,JCPL,1.44,fuzzy,18.04,18.29,19.95,23.39,17.74,21.72,20.4
08823,40.43861,-74.56521,BENNETTS,PSEG,3.73,fuzzy,18.075,18.22,20.08,23.23,18.04,21.79,20.6
08824,40.42073,-74.55346,DEANS,PSEG,3.73,exact,18.04,18.36,20.14,23.41,18.06,21.75,20.6
08825,40.51419,-75.02716,BRIDGEPO,AECO,4.17,fuzzy,17.74,18.1,19.77,23.31,,,
08826,40.71657,-74.91213,SAYRECON,JCPL,0.23,manual_town,18.2,17.8,19.97,30.79,18.01,22.19,21.9
08827,40.66842,-74.96838,SAYRECON,JCPL,4.66,manual_town,18.2,17.8,19.97,30.79,18.01,22.19,21.9
08828,40.37842,-74.42338,DEANS,PSEG,3.76,exact,18.04,18.36,20.14,23.41,18.06,21.75,20.6
08829,40.67011,-74.89021,CSQ_HOPE,PSEG,2.95,manual_town,18.12,18.28,20.06,23.46,17.73,21.76,20.1
08830,40.57014,-74.31637,HCS,PSEG,0.22,manual_town,18.25,24.8,24.66,27.09,18.93,22.21,21.7
08831,40.33434,-74.4325,ENGLISHT,JCPL,3.75,fuzzy,18.1225,18.135,20.065,23.715,17.8775,21.9775,21.3
08832,40.5114,-74.3185,NEJESCO,JCPL,2.37,exact,18.18,17.79,19.96,23.89,17.98,22.16,21.9
08833,40.64554,-74.81626,CSQ_HOPE,PSEG,4.74,manual_town,18.12,18.28,20.06,23.46,17.73,21.76,20.1
08835,40.54179,-74.58859,MANVILTP,AECO,0.06,manual_town,,,19.79,23.29,17.37,21.47,
08836,40.59638,-74.55732,BRIDGEWA,PSEG,2.46,manual_town,18.11,17.87,19.94,23.62,17.89,21.93,21.1
08837,40.51428,-74.34386,EAGLEGEN,PSEG,1.22,manual_town,17.82,18.15,19.82,23.33,17.35,21.505,20.7
08840,40.54314,-74.35898,METUCHEN,PSEG,0.35,fuzzy,18.11,18.44,20.28,22.29,18.31,21.93,21.1
08844,40.49769,-74.67051,HOPECREE,PSEG,1.33,manual_town,17.66,17.98,19.64,23.11,17.19,21.25,20.3
08846,40.57463,-74.49826,GREENBRO,PSEG,1.67,fuzzy,18.16,17.575,19.785,23.905,18.275,22.11,21.8
08848,40.59427,-75.09666,BRIDGEPO,AECO,3.46,fuzzy,17.74,18.1,19.77,23.31,,,
08850,40.44915,-74.44031,BRUNSWIC,PSEG,1.11,fuzzy,18.08,18.31,20.13,23.14,18.06,21.8,20.6
08852,40.38991,-74.54409,DOWJONES,PSEG,2.7,fuzzy,18.15,18.27,20.09,23.38,17.85,21.86,20.4
08853,40.52731,-74.74204,HOPECREE,PSEG,5.19,manual_town,17.66,17.98,19.64,23.11,17.19,21.25,20.3
08854,40.53966,-74.46279,BARCLAYS,PSEG,0.55,exact,18.19,17.87,19.99,23.71,18.23,22.1,21.5
08857,40.39279,-74.3304,DEEPRN,JCPL,0.68,fuzzy,18.18,17.95,20.01,23.83,17.96,22.09,21.5
08858,40.68268,-74.73704,TEWKSBRY,JCPL,2.75,fuzzy,17.91,17.3,19.45,23.69,17.38,21.81,21.8
08859,40.45817,-74.3038,PARLIN,JCPL,1.19,exact,18.16,17.85,19.98,23.9,17.99,22.15,22.0
08861,40.52049,-74.27294,WERNER,JCPL,2.15,exact,18.2,17.85,20.0,23.9,17.99,22.19,21.9
08863,40.53724,-74.31222,SUNNYMEA,PSEG,1.15,manual_town,18.06,18.115,20.02,23.31,17.79,21.77,20.5
08865,40.70823,-75.14707,WASHINGT,AECO,9.29,fuzzy,17.87,18.19,19.89,23.43,17.46,21.57,20.7
08867,40.57446,-74.9661,BRIDGEPO,AECO,7.14,fuzzy,17.74,18.1,19.77,23.31,,,
08869,40.57134,-74.64603,SOMERVIL,PSEG,1.83,fuzzy,18.1,17.9,19.94,23.56,17.86,21.88,20.9
08872,40.45574,-74.35147,SAYREVIL,JCPL,1.07,fuzzy,18.18,17.87,20.01,23.88,17.97,22.18,22.0
08873,40.49967,-74.53184,BENNETTS,PSEG,0.99,fuzzy,18.075,18.22,20.08,23.23,18.04,21.79,20.6
08876,40.58955,-74.68541,READINGT,JCPL,0.68,fuzzy,18.14,17.85,19.98,23.45,17.87,21.85,20.5
08879,40.46641,-74.27863,WERNER,JCPL,1.64,exact,18.2,17.85,20.0,23.9,17.99,22.19,21.9
08880,40.55395,-74.52746,SENTINEL,PSEG,1.37,exact,18.19,17.98,20.0,23.56,17.9,21.96,20.7
08882,40.44565,-74.37846,HARTSLAN,PSEG,1.5,fuzzy,18.17,18.33,20.2,23.34,18.12,21.93,20.7
08884,40.39361,-74.39274,DEEPRN,JCPL,2.71,fuzzy,18.18,17.95,20.01,23.83,17.96,22.09,21.5
08886,40.68764,-75.10073,WASHINGT,AECO,8.05,fuzzy,17.87,18.19,19.89,23.43,17.46,21.57,20.7
08887,40.52152,-74.79594,EFLEMING,JCPL,3.79,fuzzy,18.04,18.29,19.95,23.39,17.74,21.72,20.4
08889,40.60902,-74.75422,CHESTJCT,JCPL,3.16,manual_town,17.99,17.37,19.55,24.05,18.1,21.99,22.2
08890,40.53905,-74.57541,MANVILTP,AECO,0.72,manual_town,,,19.79,23.29,17.37,21.47,
08901,40.48364,-74.44246,COXSCORN,PSEG,1.32,manual_town,17.86,18.12,19.83,23.33,17.41,21.53,20.5
08902,40.44151,-74.49121,ADAMS,PSEG,1.3,exact,18.08,18.285,20.115,23.17,18.06,21.8,20.6
08904,40.50079,-74.42791,MELRICH,PSEG,1.61,manual_town,,18.33,20.12,23.27,17.81,21.85,
