YEAR,ZIP_Code,ZIP_Name,Avg_Monthly_Electricity_Bill
2014,07001,"Avenel, NJ",$128.33
2014,07002,"Bayonne, NJ",$163.53
2014,07003,"Bloomfield, NJ",$153.30
2014,07004,"Fairfield, NJ",$194.08
2014,07005,"Boonton, NJ",$123.02
2014,07006,"Caldwell, NJ",$194.08
2014,07008,"Carteret, NJ",$128.33
2014,07009,"Cedar Grove, NJ",$194.08
2014,07010,"Cliffside Park, NJ",$148.69
2014,07011,"Clifton, NJ",$176.14
2014,07012,"Clifton, NJ",$176.14
2014,07013,"Clifton, NJ",$185.06
2014,07014,"Clifton, NJ",$176.14
2014,07016,"Cranford, NJ",$145.85
2014,07017,"East Orange, NJ",$160.96
2014,07018,"East Orange, NJ",$160.96
2014,07020,"Edgewater, NJ",$148.69
2014,07021,"Essex Fells, NJ",$194.08
2014,07022,"Fairview, NJ",$148.69
2014,07023,"Fanwood, NJ",$147.86
2014,07024,"Fort Lee, NJ",$148.69
2014,07026,"Garfield, NJ",$166.73
2014,07027,"Garwood, NJ",$147.86
2014,07028,"Glen Ridge, NJ",$194.08
2014,07029,"Harrison, NJ",$163.53
2014,07030,"Hoboken, NJ",$135.27
2014,07031,"North Arlington, NJ",$167.84
2014,07032,"Kearny, NJ",$163.53
2014,07033,"Kenilworth, NJ",$133.00
2014,07034,"Lake Hiawatha, NJ",$122.58
2014,07035,"Lincoln Park, NJ",$122.67
2014,07036,"Linden, NJ",$125.54
2014,07039,"Livingston, NJ",$217.62
2014,07040,"Maplewood, NJ",$160.96
2014,07041,"Millburn, NJ",$217.46
2014,07042,"Montclair, NJ",$194.08
2014,07043,"Montclair, NJ",$193.92
2014,07044,"Verona, NJ",$194.08
2014,07045,"Montville, NJ",$122.58
2014,07046,"Mountain Lakes, NJ",$122.58
2014,07047,"North Bergen, NJ",$149.35
2014,07050,"Orange, NJ",$161.13
2014,07052,"West Orange, NJ",$217.62
2014,07054,"Parsippany, NJ",$122.58
2014,07055,"Passaic, NJ",$176.14
2014,07057,"Wallington, NJ",$167.84
2014,07058,"Pine Brook, NJ",$122.58
2014,07059,"Warren, NJ",$179.17
2014,07060,"Plainfield, NJ",$154.26
2014,07062,"Plainfield, NJ",$149.19
2014,07063,"Plainfield, NJ",$151.97
2014,07064,"Port Reading, NJ",$128.33
2014,07065,"Rahway, NJ",$125.54
2014,07066,"Clark, NJ",$125.54
2014,07067,"Colonia, NJ",$128.33
2014,07068,"Roseland, NJ",$217.62
2014,07069,"Watchung, NJ",$163.94
2014,07070,"Rutherford, NJ",$167.84
2014,07071,"Lyndhurst, NJ",$167.84
2014,07072,"Carlstadt, NJ",$167.84
2014,07073,"East Rutherford, NJ",$167.84
2014,07074,"Moonachie, NJ",$167.84
2014,07075,"Wood Ridge, NJ",$167.84
2014,07076,"Scotch Plains, NJ",$148.98
2014,07077,"Sewaren, NJ",$128.33
2014,07078,"Short Hills, NJ",$217.62
2014,07079,"South Orange, NJ",$160.96
2014,07080,"South Plainfield, NJ",$167.93
2014,07081,"Springfield, NJ",$152.28
2014,07082,"Towaco, NJ",$122.58
2014,07083,"Union, NJ",$133.00
2014,07086,"Weehawken, NJ",$135.27
2014,07087,"Union City, NJ",$135.26
2014,07088,"Vauxhall, NJ",$133.00
2014,07090,"Westfield, NJ",$149.78
2014,07092,"Mountainside, NJ",$152.28
2014,07093,"West New York, NJ",$149.35
2014,07094,"Secaucus, NJ",$149.35
2014,07095,"Woodbridge, NJ",$129.07
2014,07102,"Newark, NJ",$158.06
2014,07103,"Newark, NJ",$161.87
2014,07104,"Newark, NJ",$157.48
2014,07105,"Newark, NJ",$157.48
2014,07106,"Newark, NJ",$162.24
2014,07107,"Newark, NJ",$158.12
2014,07108,"Newark, NJ",$162.24
2014,07109,"Belleville, NJ",$153.30
2014,07110,"Nutley, NJ",$153.35
2014,07111,"Irvington, NJ",$160.96
2014,07112,"Newark, NJ",$162.24
2014,07114,"Newark, NJ",$158.79
2014,07201,"Elizabeth, NJ",$107.17
2014,07202,"Elizabeth, NJ",$107.17
2014,07203,"Roselle, NJ",$127.54
2014,07204,"Roselle Park, NJ",$133.00
2014,07205,"Hillside, NJ",$133.00
2014,07206,"Elizabethport, NJ",$107.17
2014,07208,"Elizabeth, NJ",$107.18
2014,07302,"Jersey City, NJ",$123.98
2014,07304,"Jersey City, NJ",$149.14
2014,07305,"Jersey City, NJ",$152.43
2014,07306,"Jersey City, NJ",$131.90
2014,07307,"Jersey City, NJ",$123.98
2014,07310,"Jersey City, NJ",$123.98
2014,07311,"Jersey City, NJ",$123.98
2014,07401,"Allendale, NJ",$192.07
2014,07403,"Bloomingdale, NJ",$173.75
2014,07405,"Butler, NJ",$133.74
2014,07407,"Elmwood Park, NJ",$166.73
2014,07410,"Fair Lawn, NJ",$166.73
2014,07416,"Franklin, NJ",$153.40
2014,07417,"Franklin Lakes, NJ",$192.07
2014,07418,"Glenwood, NJ",$153.40
2014,07419,"Hamburg, NJ",$153.40
2014,07420,"Haskell, NJ",$173.75
2014,07421,"Hewitt, NJ",$172.33
2014,07422,"Highland Lakes, NJ",$153.40
2014,07423,"Ho Ho Kus, NJ",$220.83
2014,07424,"Little Falls, NJ",$190.57
2014,07430,"Mahwah, NJ",$192.07
2014,07432,"Midland Park, NJ",$192.07
2014,07435,"Newfoundland, NJ",$156.16
2014,07436,"Oakland, NJ",$192.07
2014,07438,"Oak Ridge, NJ",$138.16
2014,07439,"Ogdensburg, NJ",$153.40
2014,07440,"Pequannock, NJ",$133.74
2014,07442,"Pompton Lakes, NJ",$173.75
2014,07444,"Pompton Plains, NJ",$133.74
2014,07446,"Ramsey, NJ",$192.07
2014,07450,"Ridgewood, NJ",$220.83
2014,07452,"Glen Rock, NJ",$220.83
2014,07456,"Ringwood, NJ",$173.75
2014,07457,"Riverdale, NJ",$133.74
2014,07458,"Saddle River, NJ",$220.83
2014,07460,"Stockholm, NJ",$152.85
2014,07461,"Sussex, NJ",$153.40
2014,07462,"Vernon, NJ",$153.40
2014,07463,"Waldwick, NJ",$192.07
2014,07465,"Wanaque, NJ",$173.75
2014,07470,"Wayne, NJ",$178.08
2014,07480,"West Milford, NJ",$173.75
2014,07481,"Wyckoff, NJ",$192.07
2014,07501,"Paterson, NJ",$210.00
2014,07502,"Paterson, NJ",$210.00
2014,07503,"Paterson, NJ",$210.00
2014,07504,"Paterson, NJ",$210.00
2014,07505,"Paterson, NJ",$210.00
2014,07506,"Hawthorne, NJ",$190.57
2014,07508,"Haledon, NJ",$190.57
2014,07512,"Totowa, NJ",$190.57
2014,07513,"Paterson, NJ",$210.00
2014,07514,"Paterson, NJ",$210.00
2014,07522,"Paterson, NJ",$210.00
2014,07524,"Paterson, NJ",$210.00
2014,07601,"Hackensack, NJ",$154.67
2014,07603,"Bogota, NJ",$154.67
2014,07604,"Hasbrouck Heights, NJ",$167.84
2014,07605,"Leonia, NJ",$148.69
2014,07606,"South Hackensack, NJ",$167.84
2014,07607,"Maywood, NJ",$184.33
2014,07608,"Teterboro, NJ",$167.84
2014,07620,"Alpine, NJ (PO boxes)",$207.00
2014,07621,"Bergenfield, NJ",$184.33
2014,07624,"Closter, NJ",$207.00
2014,07626,"Cresskill, NJ",$207.00
2014,07627,"Demarest, NJ",$207.00
2014,07628,"Dumont, NJ",$184.33
2014,07630,"Emerson, NJ",$220.83
2014,07631,"Englewood, NJ",$170.43
2014,07632,"Englewood Cliffs, NJ",$207.00
2014,07640,"Harrington Park, NJ",$207.00
2014,07641,"Haworth, NJ",$207.00
2014,07642,"Hillsdale, NJ",$220.83
2014,07643,"Little Ferry, NJ",$167.84
2014,07644,"Lodi, NJ",$166.73
2014,07645,"Montvale, NJ",$207.00
2014,07646,"New Milford, NJ",$184.33
2014,07647,"Northvale, NJ",$207.00
2014,07648,"Norwood, NJ",$207.00
2014,07649,"Oradell, NJ",$220.83
2014,07650,"Palisades Park, NJ",$148.69
2014,07652,"Paramus, NJ",$184.33
2014,07656,"Park Ridge, NJ",$207.02
2014,07657,"Ridgefield, NJ",$148.69
2014,07660,"Ridgefield Park, NJ",$148.69
2014,07661,"River Edge, NJ",$184.33
2014,07662,"Rochelle Park, NJ",$184.33
2014,07663,"Saddle Brook, NJ",$166.73
2014,07666,"Teaneck, NJ",$154.67
2014,07670,"Tenafly, NJ",$206.93
2014,07675,"Westwood, NJ",$212.73
2014,07676,"Township Of Washington, NJ",$220.83
2014,07677,"Woodcliff Lake, NJ",$220.83
2014,07701,"Red Bank, NJ",$151.90
2014,07702,"Shrewsbury, NJ",$151.85
2014,07703,"Fort Monmouth, NJ",$128.00
2014,07704,"Fair Haven, NJ",$151.85
2014,07711,"Allenhurst, NJ",$128.00
2014,07712,"Asbury Park, NJ",$128.11
2014,07716,"Atlantic Highlands, NJ",$151.85
2014,07717,"Avon By The Sea, NJ",$129.49
2014,07718,"Belford, NJ",$151.85
2014,07719,"Belmar, NJ",$129.49
2014,07720,"Bradley Beach, NJ",$129.49
2014,07721,"Cliffwood, NJ",$151.80
2014,07722,"Colts Neck, NJ",$169.62
2014,07723,"Deal, NJ",$128.00
2014,07724,"Eatontown, NJ",$138.04
2014,07726,"Englishtown, NJ",$153.00
2014,07727,"Farmingdale, NJ",$163.34
2014,07728,"Freehold, NJ",$154.71
2014,07730,"Hazlet, NJ",$152.06
2014,07731,"Howell, NJ",$169.42
2014,07732,"Highlands, NJ",$151.85
2014,07733,"Holmdel, NJ",$152.06
2014,07734,"Keansburg, NJ",$152.06
2014,07735,"Keyport, NJ",$150.84
2014,07737,"Leonardo, NJ",$151.85
2014,07738,"Lincroft, NJ",$152.06
2014,07739,"Little Silver, NJ",$151.85
2014,07740,"Long Branch, NJ",$128.00
2014,07746,"Marlboro, NJ",$169.62
2014,07747,"Matawan, NJ",$148.29
2014,07748,"Middletown, NJ",$151.91
2014,07750,"Monmouth Beach, NJ",$128.00
2014,07751,"Morganville, NJ",$169.62
2014,07753,"Neptune, NJ",$129.49
2014,07755,"Oakhurst, NJ",$128.00
2014,07756,"Ocean Grove, NJ",$129.49
2014,07757,"Oceanport, NJ",$128.00
2014,07758,"Port Monmouth, NJ",$151.85
2014,07760,"Rumson, NJ",$151.85
2014,07762,"Spring Lake, NJ",$129.49
2014,07764,"West Long Branch, NJ",$128.00
2014,07801,"Dover, NJ",$134.14
2014,07803,"Mine Hill, NJ",$140.33
2014,07820,"Allamuchy, NJ (PO boxes)",$136.06
2014,07821,"Andover, NJ",$151.76
2014,07822,"Augusta, NJ",$153.40
2014,07823,"Belvidere, NJ",$136.06
2014,07825,"Blairstown, NJ",$136.06
2014,07826,"Branchville, NJ",$153.40
2014,07827,"Montague, NJ",$153.40
2014,07828,"Budd Lake, NJ",$140.33
2014,07830,"Califon, NJ",$149.56
2014,07832,"Columbia, NJ",$136.06
2014,07833,"Delaware, NJ (PO boxes)",$136.06
2014,07834,"Denville, NJ",$132.95
2014,07836,"Flanders, NJ",$140.33
2014,07838,"Great Meadows, NJ",$136.06
2014,07840,"Hackettstown, NJ",$137.00
2014,07842,"Hibernia, NJ (PO boxes)",$133.74
2014,07843,"Hopatcong, NJ",$153.40
2014,07846,"Johnsonburg, NJ (PO boxes)",$136.06
2014,07847,"Kenvil, NJ",$140.33
2014,07848,"Lafayette, NJ",$153.40
2014,07849,"Lake Hopatcong, NJ",$133.84
2014,07850,"Landing, NJ",$140.33
2014,07851,"Layton, NJ",$153.40
2014,07852,"Ledgewood, NJ",$140.33
2014,07853,"Long Valley, NJ",$140.33
2014,07856,"Mount Arlington, NJ",$140.33
2014,07857,"Netcong, NJ",$140.33
2014,07860,"Newton, NJ",$153.08
2014,07863,"Oxford, NJ",$136.06
2014,07865,"Port Murray, NJ",$139.38
2014,07866,"Rockaway, NJ",$133.74
2014,07869,"Randolph, NJ",$140.21
2014,07870,"Schooleys Mountain, NJ (PO boxes)",$140.33
2014,07871,"Sparta, NJ",$153.40
2014,07874,"Stanhope, NJ",$153.25
2014,07876,"Succasunna, NJ",$140.33
2014,07878,"Mount Tabor, NJ (PO boxes)",$122.58
2014,07880,"Vienna, NJ (PO boxes)",$136.06
2014,07881,"Wallpack Center, NJ",$153.40
2014,07882,"Washington, NJ",$136.36
2014,07885,"Wharton, NJ",$134.20
2014,07901,"Summit, NJ",$152.28
2014,07920,"Basking Ridge, NJ",$178.87
2014,07921,"Bedminster, NJ",$179.17
2014,07922,"Berkeley Heights, NJ",$152.28
2014,07924,"Bernardsville, NJ",$179.17
2014,07926,"Brookside, NJ (PO boxes)",$140.33
2014,07927,"Cedar Knolls, NJ",$140.44
2014,07928,"Chatham, NJ",$140.44
2014,07930,"Chester, NJ",$140.33
2014,07931,"Far Hills, NJ",$169.89
2014,07932,"Florham Park, NJ",$140.44
2014,07933,"Gillette, NJ",$140.44
2014,07934,"Gladstone, NJ",$179.17
2014,07935,"Green Village, NJ",$140.44
2014,07936,"East Hanover, NJ",$122.58
2014,07939,"Lyons, NJ",$179.17
2014,07940,"Madison, NJ",$140.44
2014,07945,"Mendham, NJ",$140.33
2014,07946,"Millington, NJ",$140.44
2014,07950,"Morris Plains, NJ",$130.32
2014,07960,"Morristown, NJ",$140.41
2014,07961,"Convent Station, NJ (PO boxes)",$nan
2014,07970,"Mount Freedom, NJ (PO boxes)",$140.33
2014,07974,"New Providence, NJ",$152.28
2014,07976,"New Vernon, NJ",$140.44
2014,07977,"Peapack, NJ (PO boxes)",$179.17
2014,07979,"Pottersville, NJ (PO boxes)",$162.40
2014,07980,"Stirling, NJ",$140.44
2014,07981,"Whippany, NJ",$140.44
2014,08001,"Alloway, NJ (PO boxes)",$175.33
2014,08002,"Cherry Hill, NJ",$195.48
2014,08003,"Cherry Hill, NJ",$195.43
2014,08004,"Atco, NJ",$160.36
2014,08005,"Barnegat, NJ",$151.90
2014,08006,"Barnegat Light, NJ (PO boxes)",$151.90
2014,08007,"Barrington, NJ",$157.69
2014,08008,"Beach Haven, NJ",$151.90
2014,08009,"Berlin, NJ",$158.79
2014,08010,"Beverly, NJ",$185.33
2014,08011,"Birmingham, NJ (PO boxes)",$208.14
2014,08012,"Blackwood, NJ",$168.02
2014,08014,"Bridgeport, NJ",$181.75
2014,08015,"Browns Mills, NJ",$208.14
2014,08016,"Burlington, NJ",$185.49
2014,08019,"Chatsworth, NJ",$208.14
2014,08020,"Clarksboro, NJ",$181.75
2014,08021,"Clementon, NJ",$158.90
2014,08022,"Columbus, NJ",$208.14
2014,08023,"Deepwater, NJ (PO boxes)",$175.33
2014,08026,"Gibbsboro, NJ",$195.48
2014,08027,"Gibbstown, NJ",$181.75
2014,08028,"Glassboro, NJ",$181.67
2014,08029,"Glendora, NJ",$160.36
2014,08030,"Gloucester City, NJ",$198.92
2014,08031,"Bellmawr, NJ",$160.36
2014,08033,"Haddonfield, NJ",$184.59
2014,08034,"Cherry Hill, NJ",$195.48
2014,08035,"Haddon Heights, NJ",$157.64
2014,08036,"Hainesport, NJ",$208.14
2014,08037,"Hammonton, NJ",$163.87
2014,08038,"Hancocks Bridge, NJ (PO boxes)",$175.33
2014,08039,"Harrisonville, NJ (PO boxes)",$181.75
2014,08041,"Jobstown, NJ",$208.14
2014,08042,"Juliustown, NJ (PO boxes)",$208.14
2014,08043,"Voorhees, NJ",$195.48
2014,08045,"Lawnside, NJ",$157.64
2014,08046,"Willingboro, NJ",$208.14
2014,08048,"Lumberton, NJ",$208.14
2014,08049,"Magnolia, NJ",$158.18
2014,08050,"Manahawkin, NJ",$151.90
2014,08051,"Mantua, NJ",$180.89
2014,08052,"Maple Shade, NJ",$192.08
2014,08053,"Marlton, NJ",$192.10
2014,08054,"Mount Laurel, NJ",$192.10
2014,08055,"Medford, NJ",$192.10
2014,08056,"Mickleton, NJ",$181.75
2014,08057,"Moorestown, NJ",$191.98
2014,08059,"Mount Ephraim, NJ",$157.64
2014,08060,"Mount Holly, NJ",$208.14
2014,08061,"Mount Royal, NJ",$181.75
2014,08062,"Mullica Hill, NJ",$181.75
2014,08063,"National Park, NJ",$178.10
2014,08064,"New Lisbon, NJ (PO boxes)",$208.14
2014,08065,"Palmyra, NJ",$185.24
2014,08066,"Paulsboro, NJ",$178.10
2014,08067,"Pedricktown, NJ",$175.33
2014,08068,"Pemberton, NJ",$208.14
2014,08069,"Penns Grove, NJ",$175.33
2014,08070,"Pennsville, NJ",$175.33
2014,08071,"Pitman, NJ",$181.75
2014,08072,"Quinton, NJ (PO boxes)",$175.33
2014,08073,"Rancocas, NJ (PO boxes)",$208.14
2014,08074,"Richwood, NJ (PO boxes)",$181.75
2014,08075,"Riverside, NJ",$185.24
2014,08077,"Riverton, NJ",$185.24
2014,08078,"Runnemede, NJ",$160.36
2014,08079,"Salem, NJ",$175.33
2014,08080,"Sewell, NJ",$178.74
2014,08081,"Sicklerville, NJ",$161.04
2014,08083,"Somerdale, NJ",$158.66
2014,08084,"Stratford, NJ",$157.64
2014,08085,"Swedesboro, NJ",$181.71
2014,08086,"Thorofare, NJ",$178.10
2014,08087,"Tuckerton, NJ",$153.35
2014,08088,"Vincentown, NJ",$208.14
2014,08089,"Waterford Works, NJ",$160.36
2014,08090,"Wenonah, NJ",$178.10
2014,08091,"West Berlin, NJ",$157.64
2014,08092,"West Creek, NJ",$151.90
2014,08093,"Westville, NJ",$178.10
2014,08094,"Williamstown, NJ",$180.40
2014,08095,"Winslow, NJ (PO boxes)",$160.36
2014,08096,"Woodbury, NJ",$178.10
2014,08097,"Woodbury Heights, NJ",$178.10
2014,08098,"Woodstown, NJ",$175.33
2014,08102,"Camden, NJ",$198.92
2014,08103,"Camden, NJ",$198.92
2014,08104,"Camden, NJ",$198.88
2014,08105,"Camden, NJ",$198.92
2014,08106,"Audubon, NJ",$157.64
2014,08107,"Oaklyn, NJ",$157.64
2014,08108,"Collingswood, NJ",$157.64
2014,08109,"Merchantville, NJ",$198.31
2014,08110,"Pennsauken, NJ",$198.92
2014,08201,"Absecon, NJ",$139.98
2014,08202,"Avalon, NJ",$164.53
2014,08203,"Brigantine, NJ",$135.22
2014,08204,"Cape May, NJ",$164.53
2014,08205,"Absecon, NJ",$135.22
2014,08210,"Cape May Court House, NJ",$164.53
2014,08212,"Cape May Point, NJ (PO boxes)",$164.53
2014,08215,"Egg Harbor City, NJ",$153.70
2014,08217,"Elwood, NJ (PO boxes)",$164.74
2014,08221,"Linwood, NJ",$164.74
2014,08223,"Marmora, NJ",$164.53
2014,08224,"New Gretna, NJ (PO boxes)",$208.14
2014,08225,"Northfield, NJ",$164.74
2014,08226,"Ocean City, NJ",$164.53
2014,08230,"Ocean View, NJ",$164.53
2014,08232,"Pleasantville, NJ",$164.74
2014,08234,"Egg Harbor Township, NJ",$164.74
2014,08240,"Pomona, NJ (PO boxes)",$135.22
2014,08241,"Port Republic, NJ",$135.22
2014,08242,"Rio Grande, NJ",$164.53
2014,08243,"Sea Isle City, NJ",$164.53
2014,08244,"Somers Point, NJ",$164.53
2014,08246,"South Seaville, NJ (PO boxes)",$164.53
2014,08247,"Stone Harbor, NJ",$164.53
2014,08248,"Strathmere, NJ (PO boxes)",$164.53
2014,08251,"Villas, NJ",$164.53
2014,08260,"Wildwood, NJ",$164.53
2014,08270,"Woodbine, NJ",$164.54
2014,08302,"Bridgeton, NJ",$174.03
2014,08310,"Buena, NJ",$164.74
2014,08311,"Cedarville, NJ",$161.98
2014,08312,"Clayton, NJ",$181.75
2014,08314,"Delmont, NJ",$161.98
2014,08316,"Dorchester, NJ (PO boxes)",$161.98
2014,08317,"Dorothy, NJ",$164.74
2014,08318,"Elmer, NJ",$175.33
2014,08319,"Estell Manor, NJ",$164.74
2014,08320,"Fairton, NJ (PO boxes)",$161.98
2014,08321,"Fortescue, NJ (PO boxes)",$161.98
2014,08322,"Franklinville, NJ",$181.75
2014,08323,"Greenwich, NJ",$175.33
2014,08324,"Heislerville, NJ",$161.98
2014,08326,"Landisville, NJ",$164.74
2014,08327,"Leesburg, NJ",$161.98
2014,08328,"Malaga, NJ",$181.75
2014,08329,"Mauricetown, NJ (PO boxes)",$161.98
2014,08330,"Mays Landing, NJ",$164.48
2014,08332,"Millville, NJ",$162.24
2014,08340,"Milmay, NJ",$163.90
2014,08341,"Minotola, NJ",$164.74
2014,08343,"Monroeville, NJ",$179.69
2014,08344,"Newfield, NJ",$176.69
2014,08345,"Newport, NJ",$161.98
2014,08346,"Newtonville, NJ",$164.74
2014,08348,"Port Elizabeth, NJ",$161.98
2014,08349,"Port Norris, NJ",$161.98
2014,08350,"Richland, NJ",$164.74
2014,08352,"Rosenhayn, NJ (PO boxes)",$175.33
2014,08353,"Shiloh, NJ",$175.33
2014,08360,"Vineland, NJ",$162.68
2014,08361,"Vineland, NJ",$161.98
2014,08401,"Atlantic City, NJ",$135.22
2014,08402,"Margate City, NJ",$135.22
2014,08403,"Longport, NJ",$164.74
2014,08406,"Ventnor City, NJ",$135.22
2014,08501,"Allentown, NJ",$157.10
2014,08502,"Belle Mead, NJ",$194.48
2014,08505,"Bordentown, NJ",$186.54
2014,08510,"Millstone Township, NJ",$152.29
2014,08511,"Cookstown, NJ",$208.14
2014,08512,"Cranbury, NJ",$170.38
2014,08514,"Cream Ridge, NJ",$153.92
2014,08515,"Chesterfield, NJ",$208.14
2014,08518,"Florence, NJ",$185.24
2014,08520,"Hightstown, NJ",$172.41
2014,08525,"Hopewell, NJ",$169.36
2014,08527,"Jackson, NJ",$155.58
2014,08528,"Kingston, NJ",$188.03
2014,08530,"Lambertville, NJ",$152.60
2014,08533,"New Egypt, NJ",$155.58
2014,08534,"Pennington, NJ",$172.19
2014,08535,"Millstone Township, NJ",$152.29
2014,08536,"Plainsboro, NJ",$168.59
2014,08540,"Princeton, NJ",$175.39
2014,08542,"Princeton, NJ",$172.19
2014,08550,"Princeton Junction, NJ",$172.19
2014,08551,"Ringoes, NJ",$151.25
2014,08553,"Rocky Hill, NJ",$194.48
2014,08554,"Roebling, NJ",$185.24
2014,08555,"Roosevelt, NJ (PO boxes)",$152.29
2014,08558,"Skillman, NJ",$194.11
2014,08559,"Stockton, NJ",$151.25
2014,08560,"Titusville, NJ",$171.29
2014,08561,"Windsor, NJ (PO boxes)",$188.23
2014,08562,"Wrightstown, NJ",$208.14
2014,08608,"Trenton, NJ",$162.43
2014,08609,"Trenton, NJ",$170.86
2014,08610,"Trenton, NJ",$184.92
2014,08611,"Trenton, NJ",$163.06
2014,08618,"Trenton, NJ",$162.43
2014,08619,"Trenton, NJ",$188.23
2014,08620,"Trenton, NJ",$191.63
2014,08628,"Trenton, NJ",$162.43
2014,08629,"Trenton, NJ",$173.50
2014,08638,"Trenton, NJ",$162.43
2014,08640,"Joint Base Mdl, NJ",$208.14
2014,08641,"Joint Base Mdl, NJ",$208.14
2014,08648,"Lawrence Township, NJ",$172.17
2014,08690,"Trenton, NJ",$188.23
2014,08691,"Robbinsville, NJ",$187.72
2014,08701,"Lakewood, NJ",$151.56
2014,08720,"Allenwood, NJ (PO boxes)",$129.49
2014,08721,"Bayville, NJ",$129.72
2014,08722,"Beachwood, NJ",$129.72
2014,08723,"Brick, NJ",$145.13
2014,08724,"Brick, NJ",$144.97
2014,08730,"Brielle, NJ",$129.49
2014,08731,"Forked River, NJ",$151.90
2014,08732,"Island Heights, NJ (PO boxes)",$129.72
2014,08733,"Lakehurst, NJ",$155.58
2014,08734,"Lanoka Harbor, NJ",$151.90
2014,08735,"Lavallette, NJ",$143.28
2014,08736,"Manasquan, NJ",$129.49
2014,08738,"Mantoloking, NJ",$143.28
2014,08740,"Ocean Gate, NJ (PO boxes)",$129.72
2014,08741,"Pine Beach, NJ",$129.72
2014,08742,"Point Pleasant Beach, NJ",$143.28
2014,08750,"Sea Girt, NJ",$129.49
2014,08751,"Seaside Heights, NJ",$129.72
2014,08752,"Seaside Park, NJ",$129.72
2014,08753,"Toms River, NJ",$136.00
2014,08755,"Toms River, NJ",$145.62
2014,08757,"Toms River, NJ",$137.88
2014,08758,"Waretown, NJ",$151.90
2014,08759,"Manchester Township, NJ",$155.58
2014,08801,"Annandale, NJ",$151.25
2014,08802,"Asbury, NJ",$146.60
2014,08804,"Bloomsbury, NJ",$146.91
2014,08805,"Bound Brook, NJ",$163.94
2014,08807,"Bridgewater, NJ",$166.60
2014,08808,"Broadway, NJ (PO boxes)",$136.06
2014,08809,"Clinton, NJ",$151.25
2014,08810,"Dayton, NJ",$168.59
2014,08812,"Dunellen, NJ",$165.86
2014,08816,"East Brunswick, NJ",$166.32
2014,08817,"Edison, NJ",$139.85
2014,08820,"Edison, NJ",$153.96
2014,08821,"Flagtown, NJ (PO boxes)",$179.17
2014,08822,"Flemington, NJ",$151.25
2014,08823,"Franklin Park, NJ",$194.48
2014,08824,"Kendall Park, NJ",$168.59
2014,08825,"Frenchtown, NJ",$151.25
2014,08826,"Glen Gardner, NJ",$151.25
2014,08827,"Hampton, NJ",$150.24
2014,08828,"Helmetta, NJ",$141.77
2014,08829,"High Bridge, NJ",$151.25
2014,08830,"Iselin, NJ",$128.33
2014,08831,"Monroe Township, NJ",$142.02
2014,08832,"Keasbey, NJ",$139.80
2014,08833,"Lebanon, NJ",$151.25
2014,08835,"Manville, NJ",$163.94
2014,08836,"Martinsville, NJ",$175.04
2014,08837,"Edison, NJ",$139.80
2014,08840,"Metuchen, NJ",$137.91
2014,08844,"Hillsborough, NJ",$186.11
2014,08846,"Middlesex, NJ",$167.93
2014,08848,"Milford, NJ",$151.25
2014,08850,"Milltown, NJ",$165.55
2014,08852,"Monmouth Junction, NJ",$168.59
2014,08853,"Neshanic Station, NJ",$175.74
2014,08854,"Piscataway, NJ",$167.53
2014,08857,"Old Bridge, NJ",$141.51
2014,08858,"Oldwick, NJ (PO boxes)",$151.25
2014,08859,"Parlin, NJ",$113.44
2014,08861,"Perth Amboy, NJ",$114.63
2014,08863,"Fords, NJ",$134.70
2014,08865,"Phillipsburg, NJ",$136.06
2014,08867,"Pittstown, NJ",$151.25
2014,08869,"Raritan, NJ",$163.94
2014,08872,"Sayreville, NJ",$113.44
2014,08873,"Somerset, NJ",$194.48
2014,08876,"Somerville, NJ",$170.61
2014,08879,"South Amboy, NJ",$121.24
2014,08880,"South Bound Brook, NJ",$163.94
2014,08882,"South River, NJ",$164.86
2014,08884,"Spotswood, NJ",$141.77
2014,08886,"Stewartsville, NJ",$136.06
2014,08887,"Three Bridges, NJ",$151.25
2014,08889,"Whitehouse Station, NJ",$151.25
2014,08890,"Zarephath, NJ (PO boxes)",$194.48
2014,08901,"New Brunswick, NJ",$164.86
2014,08902,"North Brunswick, NJ",$167.44
2014,08904,"Highland Park, NJ",$164.86
2015,07001,"Avenel, NJ",$127.35
2015,07002,"Bayonne, NJ",$145.94
2015,07003,"Bloomfield, NJ",$152.44
2015,07004,"Fairfield, NJ",$190.21
2015,07005,"Boonton, NJ",$126.39
2015,07006,"Caldwell, NJ",$190.21
2015,07008,"Carteret, NJ",$127.35
2015,07009,"Cedar Grove, NJ",$190.21
2015,07010,"Cliffside Park, NJ",$159.76
2015,07011,"Clifton, NJ",$169.75
2015,07012,"Clifton, NJ",$169.75
2015,07013,"Clifton, NJ",$180.32
2015,07014,"Clifton, NJ",$169.75
2015,07016,"Cranford, NJ",$147.56
2015,07017,"East Orange, NJ",$160.47
2015,07018,"East Orange, NJ",$160.47
2015,07020,"Edgewater, NJ",$159.76
2015,07021,"Essex Fells, NJ",$190.21
2015,07022,"Fairview, NJ",$159.76
2015,07023,"Fanwood, NJ",$150.99
2015,07024,"Fort Lee, NJ",$159.76
2015,07026,"Garfield, NJ",$172.45
2015,07027,"Garwood, NJ",$150.99
2015,07028,"Glen Ridge, NJ",$190.21
2015,07029,"Harrison, NJ",$145.94
2015,07030,"Hoboken, NJ",$138.93
